ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.11461538461538462,0.4715958240119314,0.44369245826880055,0.974942690266779,0.27950601844614664,0.26161076031264,0.06796381411304106,-0.6533641412313669,-0.912592123055505
